loyalty_number,country,province,city,postal code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_date,cancellation_date
927305,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,68546.0,Single,Star,2771.05,Standard,2017-02-01,
473410,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,75706.0,Married,Star,2771.66,Standard,2016-05-01,
833221,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,75706.0,Married,Star,2771.66,Standard,2018-01-01,
568594,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,90200.0,Divorced,Star,2772.44,Standard,2012-12-01,
802958,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,54302.0,Married,Star,2772.84,Standard,2014-04-01,2015-12-01
462497,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,85674.0,Married,Star,2773.46,Standard,2016-04-01,2016-05-01
216946,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,2776.32,Standard,2017-05-01,
368669,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,69215.0,Divorced,Star,2776.58,Standard,2018-11-01,
892701,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,2776.63,Standard,2012-06-01,
980761,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,83710.0,Married,Star,2776.77,Standard,2015-10-01,
861330,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,79786.0,Married,Star,2777.34,Standard,2018-05-01,
743018,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80224.0,Married,Star,2778.32,Standard,2016-02-01,
945430,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85742.0,Single,Star,2778.9,Standard,2014-04-01,
996984,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,176843.0,Divorced,Star,2780.2,Standard,2018-07-01,
745830,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,101381.0,Married,Star,2780.73,Standard,2012-04-01,
187618,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,96816.0,Married,Star,2780.85,Standard,2018-07-01,
294334,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77134.0,Divorced,Star,2784.97,Standard,2016-07-01,
793126,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,68389.0,Married,Star,7996.01,2018 Promotion,2018-04-01,
143981,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,100918.0,Divorced,Star,2786.66,Standard,2014-12-01,
607489,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,57464.0,Married,Star,2787.54,Standard,2017-02-01,
827339,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,50655.0,Married,Star,2789.75,Standard,2012-11-01,
343383,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,71335.0,Married,Star,2790.68,Standard,2012-08-01,
239749,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Divorced,Star,8007.4,2018 Promotion,2018-04-01,2018-12-01
562093,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,2791.91,Standard,2016-10-01,
616857,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,2791.91,Standard,2017-02-01,
259878,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,48317.0,Single,Star,2792.01,Standard,2017-05-01,
557996,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,48317.0,Single,Star,2792.01,Standard,2017-01-01,
387648,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61018.0,Single,Star,2794.91,Standard,2015-12-01,
908801,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Star,2795.32,Standard,2018-08-01,
781621,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,82989.0,Married,Star,2795.55,Standard,2013-03-01,
669222,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,71900.0,Married,Star,2796.87,Standard,2014-12-01,
481105,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,82839.0,Married,Star,2797.67,Standard,2014-05-01,
421923,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,67525.0,Divorced,Star,2798.83,Standard,2015-07-01,
305287,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,89076.0,Married,Star,2799.47,Standard,2013-03-01,2017-04-01
891335,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,57246.0,Married,Star,2802.62,Standard,2013-06-01,
517087,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76329.0,Married,Star,2803.6,Standard,2015-12-01,
166693,Canada,Alberta,Edmonton,T9G 1W3,Male,High School or Below,67054.0,Married,Star,2803.92,Standard,2012-07-01,
782549,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,67054.0,Married,Star,2803.92,Standard,2013-11-01,
418166,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58988.0,Single,Star,2806.7,Standard,2017-03-01,
606396,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,8255.06,2018 Promotion,2018-04-01,2018-12-01
162456,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72157.0,Divorced,Star,2808.08,Standard,2013-10-01,
851836,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,93006.0,Married,Star,2808.61,Standard,2015-06-01,
981091,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,86578.0,Married,Star,2809.77,Standard,2015-07-01,
299830,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2016-02-01,
369388,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2018-11-01,
399670,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2013-08-01,
860172,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,51510.0,Married,Star,2810.46,Standard,2014-01-01,
864456,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,51510.0,Married,Star,2810.46,Standard,2017-08-01,
123586,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,68785.0,Married,Star,2813.51,Standard,2014-11-01,2018-11-01
516255,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62075.0,Single,Star,2816.57,Standard,2013-06-01,
666381,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96898.0,Married,Star,2818.31,Standard,2014-12-01,
648432,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,96350.0,Married,Star,2819.11,Standard,2017-08-01,
714939,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,96350.0,Married,Star,2819.11,Standard,2013-06-01,
502952,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,58143.0,Married,Star,2820.74,Standard,2018-07-01,
414318,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,85573.0,Married,Star,2821.35,Standard,2013-10-01,
184478,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,2821.45,Standard,2017-11-01,
242387,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,355375.0,Married,Star,8438.46,2018 Promotion,2018-04-01,2018-12-01
460025,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49725.0,Married,Star,2823.5,Standard,2014-01-01,
984115,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,92551.0,Married,Star,2824.68,Standard,2016-07-01,
200877,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,79536.0,Married,Star,2826.31,Standard,2016-05-01,
561251,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79536.0,Married,Star,2826.31,Standard,2014-10-01,
419182,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,46604.0,Married,Star,2827.44,Standard,2014-02-01,
709726,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,2827.56,Standard,2012-04-01,
794024,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,,Single,Star,2827.56,Standard,2013-05-01,
975199,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,50830.0,Married,Star,2829.31,Standard,2014-06-01,
680193,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65099.0,Divorced,Star,2833.8,Standard,2012-05-01,
150656,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,101286.0,Married,Star,2833.98,Standard,2017-10-01,
201816,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,101286.0,Married,Star,2833.98,Standard,2013-08-01,
351138,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,76565.0,Single,Star,2836.68,Standard,2014-07-01,
860848,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,53304.0,Married,Star,2837.16,Standard,2015-09-01,
355750,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Star,2839.01,Standard,2016-07-01,
432493,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Married,Star,2839.01,Standard,2015-08-01,
494600,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,51724.0,Divorced,Star,2839.57,Standard,2014-10-01,
996989,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,51724.0,Divorced,Star,2839.57,Standard,2017-06-01,
874374,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70741.0,Divorced,Star,2839.8,Standard,2016-10-01,
892616,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,56239.0,Married,Star,2839.81,Standard,2017-04-01,
532334,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Star,2840.85,Standard,2016-01-01,2016-09-01
321656,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,,Single,Star,2840.9,Standard,2018-12-01,
532376,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,54205.0,Married,Star,2841.44,Standard,2018-07-01,
274622,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,99688.0,Single,Star,2842.03,Standard,2018-09-01,
207453,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,82703.0,Divorced,Star,2842.27,Standard,2016-05-01,
384296,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,82703.0,Divorced,Star,2842.27,Standard,2014-12-01,2016-09-01
819077,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,63952.0,Married,Star,2842.82,Standard,2015-05-01,
677669,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,81631.0,Married,Star,2843.56,Standard,2014-10-01,2015-12-01
460037,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,102416.0,Married,Star,2847.97,Standard,2017-12-01,2018-08-01
933848,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,2851.65,Standard,2017-01-01,
434802,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,51547.0,Married,Star,2852.53,Standard,2016-01-01,
640110,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,51547.0,Married,Star,2852.53,Standard,2013-08-01,
333694,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,79543.0,Married,Star,2853.37,Standard,2015-03-01,
576176,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,95902.0,Divorced,Star,2853.6,Standard,2018-08-01,
654073,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,83953.0,Married,Star,2854.11,Standard,2012-04-01,
392802,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,104798.0,Married,Star,2855.69,Standard,2015-10-01,
782241,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,69034.0,Divorced,Star,2855.93,Standard,2014-02-01,
377114,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99090.0,Married,Star,2857.11,Standard,2013-07-01,
178409,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Divorced,Star,8714.92,2018 Promotion,2018-04-01,
245289,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,91832.0,Married,Star,2858.29,Standard,2013-09-01,
311795,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61693.0,Married,Star,2858.45,Standard,2017-05-01,
819969,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61693.0,Married,Star,2858.45,Standard,2016-07-01,
177993,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,69804.0,Married,Star,2859.41,Standard,2016-04-01,
113184,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,104262.0,Single,Star,2859.8,Standard,2018-08-01,
424027,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,65265.0,Divorced,Star,2860.44,Standard,2013-09-01,2014-10-01
802206,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,52327.0,Divorced,Star,2860.75,Standard,2014-01-01,
377247,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68737.0,Married,Star,2860.86,Standard,2014-01-01,
589430,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,86081.0,Divorced,Star,2862.18,Standard,2016-11-01,2017-07-01
500038,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,2864.09,Standard,2017-03-01,
744138,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,98765.0,Divorced,Star,2864.54,Standard,2015-02-01,
500767,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,261234.0,Married,Star,2866.6,Standard,2012-09-01,
374679,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,91737.0,Married,Star,2866.78,Standard,2015-12-01,
283110,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,99089.0,Married,Star,2867.21,Standard,2014-11-01,
301112,Canada,Ontario,Toronto,P1J 8T7,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2015-11-01,
358979,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2012-09-01,
429829,Canada,British Columbia,Vancouver,V1E 4R6,Female,Master,112860.0,Divorced,Star,2867.31,Standard,2015-12-01,
773676,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2018-10-01,
981737,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,61210.0,Divorced,Star,2868.6,Standard,2017-03-01,
538854,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,46142.0,Married,Star,2869.3,Standard,2015-09-01,
918404,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,83842.0,Married,Star,2870.0,Standard,2013-06-01,2014-02-01
973485,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83842.0,Married,Star,2870.0,Standard,2015-11-01,
544690,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,100822.0,Married,Star,2871.15,Standard,2017-09-01,
810755,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49324.0,Married,Star,2871.44,Standard,2012-07-01,
633202,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,90213.0,Single,Star,2872.67,Standard,2014-02-01,
672431,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58867.0,Married,Star,2872.98,Standard,2013-02-01,
680181,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56392.0,Married,Star,2874.09,Standard,2017-04-01,
853603,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,61302.0,Divorced,Star,2876.82,Standard,2014-02-01,
226643,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,60350.0,Divorced,Star,2877.81,Standard,2017-05-01,
251081,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,89853.0,Married,Star,2878.77,Standard,2018-11-01,
332711,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62821.0,Divorced,Star,2879.51,Standard,2013-07-01,
305857,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,96153.0,Married,Star,2882.35,Standard,2018-05-01,
562084,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,96153.0,Married,Star,2882.35,Standard,2014-11-01,
730901,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,77699.0,Married,Star,2885.33,Standard,2018-09-01,
859176,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99756.0,Married,Star,2885.41,Standard,2015-11-01,
297218,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,70669.0,Single,Star,2886.23,Standard,2017-05-01,
354176,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,71038.0,Married,Star,2886.45,Standard,2014-06-01,2017-04-01
547360,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,71038.0,Married,Star,2886.45,Standard,2017-03-01,
773290,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,90879.0,Married,Star,2891.27,Standard,2014-02-01,
569846,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,47990.0,Married,Star,2891.72,Standard,2017-12-01,
763000,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,54156.0,Married,Star,2893.31,Standard,2017-03-01,2017-11-01
707710,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,296657.0,Married,Star,8886.3,2018 Promotion,2018-03-01,
235229,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,27603.0,Single,Star,9075.77,2018 Promotion,2018-02-01,
190720,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77135.0,Married,Star,2893.81,Standard,2013-10-01,
292516,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,70451.0,Married,Star,2894.33,Standard,2018-09-01,
355724,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70451.0,Married,Star,2894.33,Standard,2018-09-01,
729418,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,84603.0,Married,Star,2895.21,Standard,2018-09-01,
467249,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65762.0,Married,Star,2895.52,Standard,2017-10-01,
689112,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,65762.0,Married,Star,2895.52,Standard,2012-05-01,
415862,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,56600.0,Divorced,Star,2896.92,Standard,2017-03-01,
316082,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,2897.49,Standard,2013-02-01,
671628,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,2897.78,Standard,2017-10-01,
632826,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,2898.73,Standard,2017-03-01,
682571,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,56594.0,Divorced,Star,2899.32,Standard,2012-12-01,
940200,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76121.0,Married,Star,9152.49,2018 Promotion,2018-04-01,
301152,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49390.0,Married,Star,2902.62,Standard,2018-01-01,
869672,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,9672.7,2018 Promotion,2018-04-01,
150671,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492.0,Married,Star,2903.94,Standard,2015-01-01,2015-09-01
891790,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,81492.0,Married,Star,2903.94,Standard,2013-06-01,
295510,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,64929.0,Married,Star,2906.89,Standard,2017-09-01,
375694,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,64929.0,Married,Star,2906.89,Standard,2012-08-01,
182519,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69240.0,Divorced,Star,2907.9,Standard,2015-04-01,
850170,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58173.0,Married,Star,2908.88,Standard,2016-10-01,2018-05-01
142906,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,46781.0,Married,Star,2911.92,Standard,2013-08-01,
871980,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,46781.0,Married,Star,2911.92,Standard,2014-03-01,
856667,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100255.0,Divorced,Star,2912.25,Standard,2016-03-01,
556626,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,82324.0,Single,Star,2912.91,Standard,2015-07-01,
968447,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,59569.0,Divorced,Star,2914.96,Standard,2015-11-01,
400181,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,95276.0,Married,Star,2915.61,Standard,2018-07-01,
409102,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,95276.0,Married,Star,2915.61,Standard,2012-08-01,
291510,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,92802.0,Married,Star,2915.65,Standard,2016-02-01,
615385,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,94259.0,Divorced,Star,2916.42,Standard,2016-12-01,2017-08-01
232555,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,62242.0,Married,Star,2919.71,Standard,2015-04-01,2018-10-01
152740,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77288.0,Married,Star,2921.49,Standard,2017-12-01,
652498,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,79075.0,Married,Star,2924.98,Standard,2017-05-01,
922926,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,49217.0,Single,Star,2926.52,Standard,2014-09-01,
908201,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,87289.0,Married,Star,2927.07,Standard,2018-11-01,
565533,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,88142.0,Married,Star,2927.22,Standard,2016-11-01,
615022,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,47165.0,Married,Star,2927.52,Standard,2013-06-01,
778031,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,47165.0,Married,Star,2927.52,Standard,2017-01-01,
977363,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69951.0,Married,Star,2927.73,Standard,2017-09-01,2018-05-01
618124,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,103965.0,Married,Star,2929.92,Standard,2015-04-01,
494179,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,56539.0,Married,Star,2930.69,Standard,2015-07-01,
963985,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Star,2933.96,Standard,2015-01-01,
676631,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,51795.0,Married,Star,2936.73,Standard,2018-05-01,
677213,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,51795.0,Married,Star,2936.73,Standard,2017-06-01,
876755,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,92785.0,Single,Star,2937.42,Standard,2013-01-01,
186807,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,70951.0,Married,Star,2939.33,Standard,2013-01-01,2017-07-01
454690,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70951.0,Married,Star,2939.33,Standard,2017-03-01,
959478,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,103424.0,Divorced,Star,2939.94,Standard,2016-07-01,
722988,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,79054.0,Divorced,Star,2941.83,Standard,2013-03-01,
970092,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,85764.0,Married,Star,2944.18,Standard,2015-11-01,
383190,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,95770.0,Married,Star,2944.78,Standard,2015-04-01,
313254,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,58372.0,Married,Star,2945.37,Standard,2015-10-01,
673401,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,58372.0,Married,Star,2945.37,Standard,2014-03-01,
144830,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,97333.0,Divorced,Star,2946.0,Standard,2012-05-01,
727428,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,97333.0,Divorced,Star,2946.0,Standard,2018-01-01,2018-09-01
174343,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,97230.0,Single,Star,2946.15,Standard,2013-03-01,
339800,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,97230.0,Single,Star,2946.15,Standard,2016-10-01,2017-06-01
362586,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,89419.0,Divorced,Star,2949.28,Standard,2013-04-01,
999731,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82837.0,Married,Star,2951.29,Standard,2013-09-01,2017-12-01
722518,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61836.0,Married,Star,2956.36,Standard,2017-01-01,
750457,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,100956.0,Divorced,Star,2957.1,Standard,2018-05-01,
905909,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,100956.0,Divorced,Star,2957.1,Standard,2015-01-01,
156313,Canada,Newfoundland,St. John's,A1C 6H9,Female,Master,128111.0,Single,Star,2959.95,Standard,2016-10-01,
501854,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,2960.03,Standard,2014-05-01,2018-10-01
821314,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,65752.0,Married,Star,2961.31,Standard,2017-06-01,
160471,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,52743.0,Married,Star,2962.72,Standard,2018-06-01,
113442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,84453.0,Divorced,Star,2962.98,Standard,2018-09-01,
164794,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,57668.0,Married,Star,2967.67,Standard,2018-06-01,
231508,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,57668.0,Married,Star,2967.67,Standard,2014-02-01,
869164,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,48980.0,Married,Star,2974.31,Standard,2012-08-01,
820265,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,58651.0,Married,Star,2975.26,Standard,2018-08-01,
177029,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,90879.0,Married,Star,2981.55,Standard,2017-10-01,
842855,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Star,2981.88,Standard,2014-12-01,
578114,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,2987.95,Standard,2014-09-01,
941127,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,2989.91,Standard,2014-04-01,
111485,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,90349.0,Divorced,Star,2989.96,Standard,2015-05-01,
280087,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,90349.0,Divorced,Star,2989.96,Standard,2013-11-01,
931183,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,2991.7,Standard,2014-03-01,
920211,Canada,Ontario,London,M5B 3E4,Male,Bachelor,54234.0,Married,Star,9976.25,2018 Promotion,2018-02-01,
683660,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,69371.0,Divorced,Star,2996.89,Standard,2015-09-01,
989658,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,52808.0,Married,Star,2999.34,Standard,2015-12-01,2016-08-01
793473,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,88282.0,Married,Star,3000.44,Standard,2017-08-01,
